keyword,title,price,rating,reviews,platform,position,delivery,brand,visibility_score,price_range
power bank fast charging,Philips Power Bank Fast Charging Model 444,46465.0,3.9,451.0,Reliance Digital,,Free Delivery,Philips,,Premium
microwave oven convection,Hp Microwave Oven Convection Model 412,30081.0,3.1,1743.0,Croma,,Free Delivery,Hp,,Premium
men running shoes,Dell Men Running Shoes Model 919,32059.0,4.1,692.0,Amazon,,2 Days,Dell,,Premium
office chair ergonomic,Philips Office Chair Ergonomic Model 756,28361.0,,159.0,Reliance Digital,,Free Delivery,Philips,,Premium
men running shoes,Philips Men Running Shoes Model 538,18724.0,3.7,4023.0,Flipkart,,5 Days,Philips,,Mid-Range
men running shoes,Samsung Men Running Shoes Model 620,10627.0,2.6,1998.0,Amazon,,2 Days,Samsung,,Mid-Range
office chair ergonomic,Nike Office Chair Ergonomic Model 625,4607.0,2.9,1964.0,Reliance Digital,,5 Days,Nike,,Budget
microwave oven convection,Philips Microwave Oven Convection Model 363,545.0,4.5,3336.0,Reliance Digital,,2 Days,Philips,,Budget
power bank fast charging,Puma Power Bank Fast Charging Model 877,3589.0,3.1,2943.0,Amazon,,2 Days,Puma,,Budget
microwave oven convection,Boat Microwave Oven Convection Model 689,189420.0,4.7,4390.0,Amazon,,5 Days,Boat,,Luxury
men running shoes,Boat Men Running Shoes Model 745,49612.0,,4854.0,Amazon,,Free Delivery,Boat,,Premium
microwave oven convection,Dell Microwave Oven Convection Model 311,41787.0,3.0,4005.0,Amazon,,5 Days,Dell,,Premium
air fryer india,Boat Air Fryer India Model 698,46221.0,,1104.0,Reliance Digital,,2 Days,Boat,,Premium
air fryer india,Sony Air Fryer India Model 515,9979.0,4.4,424.0,Croma,,2 Days,Sony,,Mid-Range
men running shoes,Nike Men Running Shoes Model 468,47880.0,3.1,3824.0,Reliance Digital,,2 Days,Nike,,Premium
power bank fast charging,Nike Power Bank Fast Charging Model 679,26131.0,4.4,209.0,Flipkart,,5 Days,Nike,,Premium
microwave oven convection,Boat Microwave Oven Convection Model 520,6468.0,4.1,4876.0,Amazon,,Free Delivery,Boat,,Mid-Range
power bank fast charging,Hp Power Bank Fast Charging Model 689,46669.0,4.3,2589.0,Amazon,,5 Days,Hp,,Premium
microwave oven convection,Lg Microwave Oven Convection Model 441,1788.0,4.4,713.0,Flipkart,,Free Delivery,Lg,,Budget
men running shoes,Sony Men Running Shoes Model 238,12511.0,4.8,910.0,Flipkart,,2 Days,Sony,,Mid-Range
air fryer india,Lg Air Fryer India Model 409,30972.0,3.5,2526.0,Croma,,5 Days,Lg,,Premium
microwave oven convection,Philips Microwave Oven Convection Model 744,12043.0,3.9,3591.0,Croma,,5 Days,Philips,,Mid-Range
power bank fast charging,Puma Power Bank Fast Charging Model 707,34331.0,,662.0,Amazon,,5 Days,Puma,,Premium
microwave oven convection,Samsung Microwave Oven Convection Model 702,16855.0,3.4,1687.0,Amazon,,Free Delivery,Samsung,,Mid-Range
air fryer india,Samsung Air Fryer India Model 320,25030.0,3.7,3449.0,Reliance Digital,,Free Delivery,Samsung,,Premium
men running shoes,Hp Men Running Shoes Model 115,6514.0,3.7,2024.0,Amazon,,Free Delivery,Hp,,Mid-Range
men running shoes,Boat Men Running Shoes Model 613,37203.0,3.5,4794.0,Reliance Digital,,5 Days,Boat,,Premium
air fryer india,Lg Air Fryer India Model 455,14463.0,4.6,3414.0,Reliance Digital,,2 Days,Lg,,Mid-Range
power bank fast charging,Lg Power Bank Fast Charging Model 410,14986.0,3.1,2293.0,Reliance Digital,,5 Days,Lg,,Mid-Range
office chair ergonomic,Lg Office Chair Ergonomic Model 901,10247.0,3.6,2696.0,Reliance Digital,,2 Days,Lg,,Mid-Range
power bank fast charging,Philips Power Bank Fast Charging Model 534,35646.0,4.7,2485.0,Amazon,,Free Delivery,Philips,,Premium
men running shoes,Philips Men Running Shoes Model 324,24783.0,3.0,1077.0,Croma,,2 Days,Philips,,Premium
air fryer india,Sony Air Fryer India Model 915,21233.0,4.6,57.0,Croma,,2 Days,Sony,,Premium
power bank fast charging,Hp Power Bank Fast Charging Model 937,45235.0,2.5,1819.0,Reliance Digital,,2 Days,Hp,,Premium
men running shoes,Nike Men Running Shoes Model 692,6110.0,2.9,3598.0,Croma,,2 Days,Nike,,Mid-Range
power bank fast charging,Hp Power Bank Fast Charging Model 815,5912.0,3.6,80.0,Reliance Digital,,Free Delivery,Hp,,Mid-Range
power bank fast charging,Sony Power Bank Fast Charging Model 101,35363.0,4.4,2354.0,Amazon,,Free Delivery,Sony,,Premium
power bank fast charging,Puma Power Bank Fast Charging Model 415,8944.0,3.7,2974.0,Amazon,,2 Days,Puma,,Mid-Range
air fryer india,Hp Air Fryer India Model 947,26570.0,4.9,1076.0,Croma,,2 Days,Hp,,Premium
microwave oven convection,Puma Microwave Oven Convection Model 212,12632.0,3.0,2291.0,Flipkart,,Free Delivery,Puma,,Mid-Range
office chair ergonomic,Hp Office Chair Ergonomic Model 314,40602.0,4.0,4062.0,Amazon,,Free Delivery,Hp,,Premium
air fryer india,Nike Air Fryer India Model 150,26407.0,2.9,3910.0,Reliance Digital,,Free Delivery,Nike,,Premium
men running shoes,Hp Men Running Shoes Model 129,42006.0,4.5,3287.0,Flipkart,,5 Days,Hp,,Premium
air fryer india,Dell Air Fryer India Model 363,23530.0,4.0,641.0,Flipkart,,2 Days,Dell,,Premium
men running shoes,Nike Men Running Shoes Model 347,31724.0,3.1,612.0,Reliance Digital,,2 Days,Nike,,Premium
microwave oven convection,Philips Microwave Oven Convection Model 280,23316.0,2.5,1090.0,Flipkart,,2 Days,Philips,,Premium
power bank fast charging,Samsung Power Bank Fast Charging Model 440,13597.0,3.6,4156.0,Amazon,,2 Days,Samsung,,Mid-Range
microwave oven convection,Philips Microwave Oven Convection Model 635,12598.0,4.1,3062.0,Amazon,,2 Days,Philips,,Mid-Range
men running shoes,Sony Men Running Shoes Model 596,12685.0,5.0,1964.0,Flipkart,,2 Days,Sony,,Mid-Range
air fryer india,Lg Air Fryer India Model 884,3840.0,4.9,2735.0,Croma,,5 Days,Lg,,Budget
air fryer india,Nike Air Fryer India Model 458,9171.0,2.5,3658.0,Reliance Digital,,2 Days,Nike,,Mid-Range
men running shoes,Boat Men Running Shoes Model 997,44964.0,3.6,802.0,Amazon,,2 Days,Boat,,Premium
power bank fast charging,Puma Power Bank Fast Charging Model 235,44793.0,4.2,4777.0,Flipkart,,5 Days,Puma,,Premium
microwave oven convection,Sony Microwave Oven Convection Model 224,5069.0,4.3,2597.0,Reliance Digital,,2 Days,Sony,,Mid-Range
office chair ergonomic,Puma Office Chair Ergonomic Model 226,14746.0,3.1,1199.0,Croma,,2 Days,Puma,,Mid-Range
power bank fast charging,Nike Power Bank Fast Charging Model 262,19476.0,4.0,4865.0,Amazon,,Free Delivery,Nike,,Mid-Range
men running shoes,Hp Men Running Shoes Model 563,26629.0,3.8,371.0,Croma,,Free Delivery,Hp,,Premium
power bank fast charging,Hp Power Bank Fast Charging Model 573,34168.0,4.3,1223.0,Flipkart,,2 Days,Hp,,Premium
microwave oven convection,Sony Microwave Oven Convection Model 911,1095.0,3.5,2227.0,Reliance Digital,,5 Days,Sony,,Budget
microwave oven convection,Puma Microwave Oven Convection Model 342,24507.0,2.7,389.0,Amazon,,5 Days,Puma,,Premium
microwave oven convection,Sony Microwave Oven Convection Model 764,26390.0,4.1,1905.0,Croma,,Free Delivery,Sony,,Premium
men running shoes,Boat Men Running Shoes Model 978,42076.0,,2971.0,Amazon,,5 Days,Boat,,Premium
microwave oven convection,Samsung Microwave Oven Convection Model 210,11972.0,3.6,629.0,Flipkart,,2 Days,Samsung,,Mid-Range
microwave oven convection,Hp Microwave Oven Convection Model 133,3630.0,3.7,4648.0,Amazon,,Free Delivery,Hp,,Budget
office chair ergonomic,Puma Office Chair Ergonomic Model 837,13147.0,4.2,32.0,Croma,,5 Days,Puma,,Mid-Range
microwave oven convection,Puma Microwave Oven Convection Model 541,18499.0,3.4,2522.0,Reliance Digital,,2 Days,Puma,,Mid-Range
power bank fast charging,Sony Power Bank Fast Charging Model 286,12239.0,3.7,4088.0,Croma,,2 Days,Sony,,Mid-Range
power bank fast charging,Puma Power Bank Fast Charging Model 383,45126.0,3.0,3458.0,Amazon,,2 Days,Puma,,Premium
office chair ergonomic,Dell Office Chair Ergonomic Model 133,5073.0,3.3,515.0,Reliance Digital,,2 Days,Dell,,Mid-Range
power bank fast charging,Hp Power Bank Fast Charging Model 103,9195.0,4.3,426.0,Amazon,,5 Days,Hp,,Mid-Range
microwave oven convection,Puma Microwave Oven Convection Model 554,7198.0,4.8,4075.0,Amazon,,5 Days,Puma,,Mid-Range
power bank fast charging,Puma Power Bank Fast Charging Model 535,42894.0,4.0,387.0,Flipkart,,Free Delivery,Puma,,Premium
air fryer india,Puma Air Fryer India Model 114,19237.0,4.2,2847.0,Croma,,Free Delivery,Puma,,Mid-Range
office chair ergonomic,Lg Office Chair Ergonomic Model 168,229430.0,3.2,2872.0,Flipkart,,2 Days,Lg,,Luxury
office chair ergonomic,Nike Office Chair Ergonomic Model 171,48035.0,4.6,4068.0,Flipkart,,Free Delivery,Nike,,Premium
microwave oven convection,Puma Microwave Oven Convection Model 226,45427.0,,3127.0,Flipkart,,Free Delivery,Puma,,Premium
power bank fast charging,Sony Power Bank Fast Charging Model 726,2163.0,3.5,1528.0,Reliance Digital,,Free Delivery,Sony,,Budget
office chair ergonomic,Boat Office Chair Ergonomic Model 626,21070.0,3.5,2232.0,Amazon,,5 Days,Boat,,Premium
microwave oven convection,Hp Microwave Oven Convection Model 277,36657.0,4.7,4480.0,Croma,,Free Delivery,Hp,,Premium
air fryer india,Hp Air Fryer India Model 527,38330.0,3.3,1963.0,Flipkart,,Free Delivery,Hp,,Premium
men running shoes,Boat Men Running Shoes Model 948,10068.0,4.5,3869.0,Reliance Digital,,2 Days,Boat,,Mid-Range
power bank fast charging,Lg Power Bank Fast Charging Model 896,47595.0,4.1,2583.0,Reliance Digital,,Free Delivery,Lg,,Premium
office chair ergonomic,Dell Office Chair Ergonomic Model 164,45070.0,4.1,2690.0,Flipkart,,2 Days,Dell,,Premium
air fryer india,Nike Air Fryer India Model 194,31793.0,,2201.0,Amazon,,5 Days,Nike,,Premium
microwave oven convection,Boat Microwave Oven Convection Model 173,47111.0,3.6,2074.0,Reliance Digital,,Free Delivery,Boat,,Premium
microwave oven convection,Samsung Microwave Oven Convection Model 145,44221.0,4.5,4997.0,Croma,,5 Days,Samsung,,Premium
microwave oven convection,Puma Microwave Oven Convection Model 321,28313.0,3.5,4186.0,Reliance Digital,,Free Delivery,Puma,,Premium
air fryer india,Lg Air Fryer India Model 163,22657.0,3.8,3631.0,Croma,,5 Days,Lg,,Premium
microwave oven convection,Philips Microwave Oven Convection Model 889,861.0,5.0,1382.0,Amazon,,2 Days,Philips,,Budget
power bank fast charging,Philips Power Bank Fast Charging Model 541,46064.0,4.9,3147.0,Reliance Digital,,Free Delivery,Philips,,Premium
air fryer india,Philips Air Fryer India Model 594,41057.0,3.6,3166.0,Reliance Digital,,2 Days,Philips,,Premium
office chair ergonomic,Hp Office Chair Ergonomic Model 891,42516.0,4.6,2855.0,Croma,,Free Delivery,Hp,,Premium
office chair ergonomic,Hp Office Chair Ergonomic Model 552,46946.0,2.7,3568.0,Flipkart,,2 Days,Hp,,Premium
microwave oven convection,Nike Microwave Oven Convection Model 509,8160.0,,4917.0,Reliance Digital,,Free Delivery,Nike,,Mid-Range
microwave oven convection,Sony Microwave Oven Convection Model 163,30641.0,4.0,3963.0,Flipkart,,Free Delivery,Sony,,Premium
men running shoes,Samsung Men Running Shoes Model 605,40321.0,3.9,2672.0,Croma,,5 Days,Samsung,,Premium
air fryer india,Puma Air Fryer India Model 553,41567.0,4.5,2251.0,Amazon,,Free Delivery,Puma,,Premium
power bank fast charging,Puma Power Bank Fast Charging Model 990,27357.0,3.7,1960.0,Croma,,5 Days,Puma,,Premium
office chair ergonomic,Boat Office Chair Ergonomic Model 178,5007.0,4.5,543.0,Amazon,,2 Days,Boat,,Mid-Range
power bank fast charging,Lg Power Bank Fast Charging Model 658,19178.0,4.9,4495.0,Reliance Digital,,2 Days,Lg,,Mid-Range
microwave oven convection,Nike Microwave Oven Convection Model 392,18929.0,3.7,4407.0,Amazon,,Free Delivery,Nike,,Mid-Range
air fryer india,Hp Air Fryer India Model 426,22209.0,,1544.0,Reliance Digital,,Free Delivery,Hp,,Premium
office chair ergonomic,Dell Office Chair Ergonomic Model 777,11887.0,2.7,153.0,Flipkart,,2 Days,Dell,,Mid-Range
air fryer india,Nike Air Fryer India Model 948,17183.0,2.7,130.0,Croma,,2 Days,Nike,,Mid-Range
microwave oven convection,Hp Microwave Oven Convection Model 218,1280.0,,4982.0,Flipkart,,Free Delivery,Hp,,Budget
microwave oven convection,Philips Microwave Oven Convection Model 209,27815.0,3.2,4406.0,Reliance Digital,,5 Days,Philips,,Premium
men running shoes,Puma Men Running Shoes Model 923,49220.0,2.8,3066.0,Flipkart,,5 Days,Puma,,Premium
power bank fast charging,Lg Power Bank Fast Charging Model 398,4006.0,3.9,3536.0,Reliance Digital,,Free Delivery,Lg,,Budget
air fryer india,Philips Air Fryer India Model 348,14376.0,4.6,2307.0,Croma,,5 Days,Philips,,Mid-Range
men running shoes,Sony Men Running Shoes Model 458,7058.0,3.1,516.0,Reliance Digital,,2 Days,Sony,,Mid-Range
microwave oven convection,Sony Microwave Oven Convection Model 143,27040.0,3.5,3942.0,Reliance Digital,,5 Days,Sony,,Premium
power bank fast charging,Lg Power Bank Fast Charging Model 902,36998.0,5.0,2677.0,Reliance Digital,,Free Delivery,Lg,,Premium
office chair ergonomic,Hp Office Chair Ergonomic Model 168,20097.0,3.5,2880.0,Croma,,2 Days,Hp,,Premium
power bank fast charging,Dell Power Bank Fast Charging Model 817,8299.0,3.7,,Flipkart,,5 Days,Dell,,Mid-Range
microwave oven convection,Samsung Microwave Oven Convection Model 436,38648.0,4.2,2095.0,Croma,,2 Days,Samsung,,Premium
air fryer india,Lg Air Fryer India Model 921,16964.0,2.7,4354.0,Reliance Digital,,2 Days,Lg,,Mid-Range
microwave oven convection,Nike Microwave Oven Convection Model 675,2014.0,3.7,1428.0,Reliance Digital,,5 Days,Nike,,Budget
air fryer india,Dell Air Fryer India Model 399,3266.0,3.2,3596.0,Amazon,,Free Delivery,Dell,,Budget
office chair ergonomic,Puma Office Chair Ergonomic Model 305,15697.0,3.7,1940.0,Flipkart,,2 Days,Puma,,Mid-Range
microwave oven convection,Sony Microwave Oven Convection Model 852,4773.0,4.5,3005.0,Croma,,2 Days,Sony,,Budget
microwave oven convection,Sony Microwave Oven Convection Model 440,4334.0,2.5,2041.0,Flipkart,,5 Days,Sony,,Budget
air fryer india,Nike Air Fryer India Model 186,21352.0,3.3,2849.0,Croma,,5 Days,Nike,,Premium
men running shoes,Dell Men Running Shoes Model 200,31794.0,4.0,354.0,Amazon,,2 Days,Dell,,Premium
power bank fast charging,Hp Power Bank Fast Charging Model 577,38962.0,2.9,99.0,Croma,,2 Days,Hp,,Premium
power bank fast charging,Dell Power Bank Fast Charging Model 966,28133.0,4.4,2950.0,Flipkart,,Free Delivery,Dell,,Premium
office chair ergonomic,Philips Office Chair Ergonomic Model 470,37042.0,4.9,4107.0,Flipkart,,2 Days,Philips,,Premium
power bank fast charging,Philips Power Bank Fast Charging Model 136,114690.0,3.4,2456.0,Reliance Digital,,Free Delivery,Philips,,Luxury
men running shoes,Boat Men Running Shoes Model 839,2510.0,2.5,3356.0,Croma,,2 Days,Boat,,Budget
power bank fast charging,Samsung Power Bank Fast Charging Model 918,41601.0,2.9,2072.0,Croma,,2 Days,Samsung,,Premium
microwave oven convection,Dell Microwave Oven Convection Model 663,5712.0,4.2,1139.0,Amazon,,5 Days,Dell,,Mid-Range
air fryer india,Nike Air Fryer India Model 610,39140.0,2.9,3032.0,Amazon,,Free Delivery,Nike,,Premium
men running shoes,Nike Men Running Shoes Model 799,5743.0,3.8,1695.0,Flipkart,,5 Days,Nike,,Mid-Range
men running shoes,Sony Men Running Shoes Model 547,2086.0,4.6,2882.0,Croma,,2 Days,Sony,,Budget
air fryer india,Samsung Air Fryer India Model 355,43541.0,3.3,2088.0,Amazon,,5 Days,Samsung,,Premium
office chair ergonomic,Nike Office Chair Ergonomic Model 983,2556.0,3.3,951.0,Flipkart,,Free Delivery,Nike,,Budget
office chair ergonomic,Sony Office Chair Ergonomic Model 422,40011.0,3.9,108.0,Reliance Digital,,Free Delivery,Sony,,Premium
office chair ergonomic,Lg Office Chair Ergonomic Model 829,48584.0,3.1,1055.0,Reliance Digital,,2 Days,Lg,,Premium
power bank fast charging,Hp Power Bank Fast Charging Model 549,35974.0,4.0,3831.0,Amazon,,5 Days,Hp,,Premium
men running shoes,Philips Men Running Shoes Model 919,3772.0,,1377.0,Croma,,2 Days,Philips,,Budget
air fryer india,Sony Air Fryer India Model 331,12621.0,3.0,2262.0,Flipkart,,Free Delivery,Sony,,Mid-Range
power bank fast charging,Lg Power Bank Fast Charging Model 220,39474.0,3.1,1988.0,Reliance Digital,,Free Delivery,Lg,,Premium
men running shoes,Samsung Men Running Shoes Model 785,7514.0,3.1,4026.0,Reliance Digital,,5 Days,Samsung,,Mid-Range
men running shoes,Samsung Men Running Shoes Model 174,47927.0,2.7,3938.0,Amazon,,Free Delivery,Samsung,,Premium
men running shoes,Samsung Men Running Shoes Model 658,33900.0,4.0,458.0,Reliance Digital,,5 Days,Samsung,,Premium
men running shoes,Sony Men Running Shoes Model 587,44061.0,,,Amazon,,2 Days,Sony,,Premium
microwave oven convection,Hp Microwave Oven Convection Model 299,19916.0,4.6,281.0,Reliance Digital,,5 Days,Hp,,Mid-Range
office chair ergonomic,Boat Office Chair Ergonomic Model 117,42880.0,2.6,3811.0,Flipkart,,Free Delivery,Boat,,Premium
microwave oven convection,Nike Microwave Oven Convection Model 418,3327.0,4.4,1863.0,Flipkart,,Free Delivery,Nike,,Budget
microwave oven convection,Samsung Microwave Oven Convection Model 738,48929.0,3.5,2114.0,Croma,,2 Days,Samsung,,Premium
men running shoes,Samsung Men Running Shoes Model 250,18528.0,4.4,4222.0,Amazon,,2 Days,Samsung,,Mid-Range
power bank fast charging,Hp Power Bank Fast Charging Model 312,34695.0,3.4,3977.0,Reliance Digital,,Free Delivery,Hp,,Premium
men running shoes,Puma Men Running Shoes Model 761,23220.0,4.5,3713.0,Flipkart,,5 Days,Puma,,Premium
air fryer india,Sony Air Fryer India Model 395,18860.0,2.6,2188.0,Flipkart,,2 Days,Sony,,Mid-Range
men running shoes,Sony Men Running Shoes Model 654,37225.0,4.9,1798.0,Croma,,Free Delivery,Sony,,Premium
microwave oven convection,Philips Microwave Oven Convection Model 322,38800.0,4.2,3643.0,Croma,,Free Delivery,Philips,,Premium
office chair ergonomic,Sony Office Chair Ergonomic Model 215,395720.0,3.3,3512.0,Reliance Digital,,5 Days,Sony,,Luxury
office chair ergonomic,Nike Office Chair Ergonomic Model 650,20379.0,4.0,1776.0,Croma,,5 Days,Nike,,Premium
office chair ergonomic,Boat Office Chair Ergonomic Model 869,45800.0,4.5,2207.0,Reliance Digital,,5 Days,Boat,,Premium
men running shoes,Sony Men Running Shoes Model 120,46739.0,4.6,3913.0,Amazon,,2 Days,Sony,,Premium
microwave oven convection,Boat Microwave Oven Convection Model 324,38021.0,3.8,3188.0,Croma,,2 Days,Boat,,Premium
microwave oven convection,Lg Microwave Oven Convection Model 315,3378.0,,1762.0,Reliance Digital,,2 Days,Lg,,Budget
microwave oven convection,Nike Microwave Oven Convection Model 828,29703.0,2.6,3912.0,Croma,,2 Days,Nike,,Premium
power bank fast charging,Hp Power Bank Fast Charging Model 527,30519.0,4.9,4510.0,Reliance Digital,,2 Days,Hp,,Premium
power bank fast charging,Sony Power Bank Fast Charging Model 610,36000.0,,3800.0,Amazon,,2 Days,Sony,,Premium
air fryer india,Dell Air Fryer India Model 578,36341.0,4.8,883.0,Flipkart,,Free Delivery,Dell,,Premium
microwave oven convection,Boat Microwave Oven Convection Model 347,17219.0,4.9,4143.0,Reliance Digital,,5 Days,Boat,,Mid-Range
men running shoes,Nike Men Running Shoes Model 219,34253.0,,841.0,Flipkart,,5 Days,Nike,,Premium
microwave oven convection,Nike Microwave Oven Convection Model 250,39513.0,3.4,4537.0,Reliance Digital,,5 Days,Nike,,Premium
air fryer india,Dell Air Fryer India Model 491,25496.0,3.4,2200.0,Reliance Digital,,2 Days,Dell,,Premium
men running shoes,Philips Men Running Shoes Model 426,27021.0,3.8,2209.0,Amazon,,5 Days,Philips,,Premium
office chair ergonomic,Hp Office Chair Ergonomic Model 267,46662.0,3.0,359.0,Reliance Digital,,2 Days,Hp,,Premium
office chair ergonomic,Dell Office Chair Ergonomic Model 173,18061.0,4.3,4758.0,Flipkart,,Free Delivery,Dell,,Mid-Range
office chair ergonomic,Samsung Office Chair Ergonomic Model 351,37724.0,2.6,3723.0,Reliance Digital,,5 Days,Samsung,,Premium
power bank fast charging,Dell Power Bank Fast Charging Model 614,44089.0,,200.0,Flipkart,,Free Delivery,Dell,,Premium
office chair ergonomic,Nike Office Chair Ergonomic Model 977,41365.0,3.8,1093.0,Croma,,Free Delivery,Nike,,Premium
microwave oven convection,Lg Microwave Oven Convection Model 911,15783.0,3.8,2230.0,Amazon,,5 Days,Lg,,Mid-Range
microwave oven convection,Hp Microwave Oven Convection Model 190,36826.0,2.5,320.0,Amazon,,5 Days,Hp,,Premium
power bank fast charging,Philips Power Bank Fast Charging Model 994,36273.0,3.6,1514.0,Reliance Digital,,5 Days,Philips,,Premium
office chair ergonomic,Samsung Office Chair Ergonomic Model 796,7217.0,4.3,4830.0,Reliance Digital,,2 Days,Samsung,,Mid-Range
men running shoes,Samsung Men Running Shoes Model 565,33380.0,2.6,2274.0,Reliance Digital,,5 Days,Samsung,,Premium
power bank fast charging,Philips Power Bank Fast Charging Model 567,42951.0,4.2,2692.0,Reliance Digital,,5 Days,Philips,,Premium
office chair ergonomic,Nike Office Chair Ergonomic Model 620,23961.0,3.7,913.0,Reliance Digital,,Free Delivery,Nike,,Premium
power bank fast charging,Philips Power Bank Fast Charging Model 275,49516.0,4.7,571.0,Croma,,Free Delivery,Philips,,Premium
office chair ergonomic,Boat Office Chair Ergonomic Model 912,13315.0,2.7,3479.0,Amazon,,2 Days,Boat,,Mid-Range
men running shoes,Hp Men Running Shoes Model 889,46591.0,5.0,4088.0,Flipkart,,5 Days,Hp,,Premium
microwave oven convection,Philips Microwave Oven Convection Model 811,265610.0,4.3,4360.0,Croma,,2 Days,Philips,,Luxury
air fryer india,Philips Air Fryer India Model 811,24354.0,2.7,3500.0,Reliance Digital,,2 Days,Philips,,Premium
microwave oven convection,Puma Microwave Oven Convection Model 599,25806.0,4.3,2331.0,Flipkart,,Free Delivery,Puma,,Premium
air fryer india,Hp Air Fryer India Model 506,5202.0,3.6,2195.0,Croma,,2 Days,Hp,,Mid-Range
microwave oven convection,Samsung Microwave Oven Convection Model 571,10268.0,4.7,3228.0,Flipkart,,2 Days,Samsung,,Mid-Range
air fryer india,Hp Air Fryer India Model 838,47909.0,4.6,2214.0,Amazon,,5 Days,Hp,,Premium
air fryer india,Puma Air Fryer India Model 766,5958.0,3.4,494.0,Flipkart,,2 Days,Puma,,Mid-Range
men running shoes,Dell Men Running Shoes Model 874,10730.0,2.5,1422.0,Reliance Digital,,2 Days,Dell,,Mid-Range
men running shoes,Philips Men Running Shoes Model 202,14611.0,2.7,4839.0,Croma,,Free Delivery,Philips,,Mid-Range
power bank fast charging,Boat Power Bank Fast Charging Model 718,32604.0,3.8,2491.0,Croma,,Free Delivery,Boat,,Premium
men running shoes,Philips Men Running Shoes Model 793,9884.0,3.1,1285.0,Croma,,Free Delivery,Philips,,Mid-Range
office chair ergonomic,Dell Office Chair Ergonomic Model 304,19464.0,,1826.0,Amazon,,5 Days,Dell,,Mid-Range
microwave oven convection,Boat Microwave Oven Convection Model 657,37648.0,3.6,249.0,Croma,,2 Days,Boat,,Premium
office chair ergonomic,Samsung Office Chair Ergonomic Model 705,42565.0,,1017.0,Amazon,,Free Delivery,Samsung,,Premium
power bank fast charging,Lg Power Bank Fast Charging Model 718,39901.0,3.2,2296.0,Reliance Digital,,5 Days,Lg,,Premium
power bank fast charging,Dell Power Bank Fast Charging Model 936,45006.0,4.1,3694.0,Flipkart,,5 Days,Dell,,Premium
microwave oven convection,Puma Microwave Oven Convection Model 435,13475.0,4.5,1862.0,Amazon,,Free Delivery,Puma,,Mid-Range
power bank fast charging,Hp Power Bank Fast Charging Model 544,2627.0,4.7,512.0,Amazon,,Free Delivery,Hp,,Budget
office chair ergonomic,Boat Office Chair Ergonomic Model 509,7810.0,2.9,3143.0,Croma,,2 Days,Boat,,Mid-Range
power bank fast charging,Nike Power Bank Fast Charging Model 863,39057.0,4.1,1310.0,Reliance Digital,,5 Days,Nike,,Premium
microwave oven convection,Nike Microwave Oven Convection Model 798,13302.0,3.0,4736.0,Croma,,Free Delivery,Nike,,Mid-Range
office chair ergonomic,Lg Office Chair Ergonomic Model 482,27778.0,3.7,1253.0,Flipkart,,2 Days,Lg,,Premium
men running shoes,Dell Men Running Shoes Model 980,26143.0,4.3,3563.0,Amazon,,Free Delivery,Dell,,Premium
men running shoes,Samsung Men Running Shoes Model 804,37654.0,2.9,4091.0,Reliance Digital,,5 Days,Samsung,,Premium
power bank fast charging,Lg Power Bank Fast Charging Model 629,17478.0,3.8,835.0,Reliance Digital,,2 Days,Lg,,Mid-Range
air fryer india,Puma Air Fryer India Model 888,32658.0,3.4,3151.0,Reliance Digital,,Free Delivery,Puma,,Premium
power bank fast charging,Sony Power Bank Fast Charging Model 453,33355.0,3.6,1888.0,Amazon,,5 Days,Sony,,Premium
air fryer india,Sony Air Fryer India Model 957,39483.0,3.6,3781.0,Flipkart,,2 Days,Sony,,Premium
air fryer india,Dell Air Fryer India Model 753,6992.0,4.4,1002.0,Flipkart,,2 Days,Dell,,Mid-Range
office chair ergonomic,Sony Office Chair Ergonomic Model 657,41830.0,3.5,660.0,Reliance Digital,,2 Days,Sony,,Premium
microwave oven convection,Sony Microwave Oven Convection Model 482,7782.0,3.3,2054.0,Croma,,2 Days,Sony,,Mid-Range
office chair ergonomic,Philips Office Chair Ergonomic Model 414,12081.0,3.2,1965.0,Amazon,,Free Delivery,Philips,,Mid-Range
men running shoes,Sony Men Running Shoes Model 620,27675.0,2.8,2671.0,Flipkart,,2 Days,Sony,,Premium
men running shoes,Lg Men Running Shoes Model 675,8539.0,2.8,1189.0,Reliance Digital,,2 Days,Lg,,Mid-Range
office chair ergonomic,Nike Office Chair Ergonomic Model 213,38033.0,3.0,2660.0,Croma,,Free Delivery,Nike,,Premium
microwave oven convection,Hp Microwave Oven Convection Model 317,36440.0,3.3,3468.0,Reliance Digital,,Free Delivery,Hp,,Premium
office chair ergonomic,Nike Office Chair Ergonomic Model 206,7079.0,3.8,3238.0,Amazon,,Free Delivery,Nike,,Mid-Range
office chair ergonomic,Lg Office Chair Ergonomic Model 859,44020.0,3.4,4622.0,Reliance Digital,,Free Delivery,Lg,,Premium
power bank fast charging,Hp Power Bank Fast Charging Model 880,48374.0,,2179.0,Reliance Digital,,2 Days,Hp,,Premium
office chair ergonomic,Nike Office Chair Ergonomic Model 716,6599.0,4.4,1617.0,Flipkart,,Free Delivery,Nike,,Mid-Range
men running shoes,Nike Men Running Shoes Model 830,14871.0,4.6,187.0,Amazon,,2 Days,Nike,,Mid-Range
office chair ergonomic,Boat Office Chair Ergonomic Model 688,2783.0,3.1,1997.0,Reliance Digital,,5 Days,Boat,,Budget
